Id_Atención;Patente;Fecha;Hora_Acceso1;Turno;Posic1;Desp1;delta_1;HoraFechaPos1;HoraFechaDesp1;delta_2;Responsable;Tipo_carga;Min_Espera_O1;Min_Atención_O1;delta_3;Responsable_O1;delta_4;Responsable_O2;delta_5
580;KN3300-16;27-01-2017;16:08:00;T2;16:13:58;16:15:38;5,966666667;27-01-2017 16:13;27-01-2017 16:15;1,666666669;Inv1;Textos ;0,12;0,46;0,57;Inv4;1,37;Inv5;0,36
581;DFHC97-16;27-01-2017;16:15:00;T2;16:15:50;16:18:10;0,833333333;27-01-2017 16:15;27-01-2017 16:18;2,333333334;Inv1;Textos ;0,07;0,02;0,09;Inv4;0,05;Inv5;0,58
586;DZZJ89-16;27-01-2017;9:25:00;T2;16:19:15;16:20:09;414,25;27-01-2017 16:19;27-01-2017 16:20;0,900000001;Inv1;Medicamentos;0;0,03;0,04;Inv4;0,1;Inv5;0,2
588;BVBR23-16;27-01-2017;16:19:00;T2;16:20:32;16:24:10;1,533333333;27-01-2017 16:20;27-01-2017 16:24;3,633333334;Inv1;Textos ;0,05;0,15;0,2;Inv4;0,74;Inv5;0,51
589;FBZB90-16;27-01-2017;16:21:00;T2;16:22:17;16:24:41;1,283333333;27-01-2017 16:22;27-01-2017 16:24;2,400000006;Inv1;Textil;0,06;3,52;3,57;Inv4;10,55;Inv5;0,36
590;FYLW14-16;27-01-2017;16:21:00;T2;16:22:25;16:25:05;1,416666667;27-01-2017 16:22;27-01-2017 16:25;2,666666672;Inv1;Textos ;0,08;0,46;0,55;Inv4;1,39;Inv5;0,53
595;DRXX10-16;27-01-2017;16:24:00;T2;16:27:05;16:28:34;3,083333333;27-01-2017 16:27;27-01-2017 16:28;1,483333334;Inv1;Textil;0,16;0,01;0,17;Inv4;0,03;Inv5;0,76
597;NN7844-16;27-01-2017;16:26:00;T2;16:29:02;16:30:51;3,033333333;27-01-2017 16:29;27-01-2017 16:30;1,816666662;Inv1;Textil;0,28;0,48;0,76;Inv4;1,44;Inv5;0,94
598;HLZW69-16;27-01-2017;16:28:00;T2;16:31:10;16:32:14;3,166666667;27-01-2017 16:31;27-01-2017 16:32;1,066666665;Inv1;Textos ;0,14;0,09;0,24;Inv4;0,45;Inv5;0,97
599;PL1948-16;27-01-2017;16:29:00;T2;16:32:33;16:33:46;3,55;27-01-2017 16:32;27-01-2017 16:33;1,216666668;Inv1;Textil;0,27;0,09;0,36;Inv4;0,56;Inv5;0,59
600;DRXT52-16;27-01-2017;16:27:00;T2;16:35:59;16:38:34;8,983333333;27-01-2017 16:35;27-01-2017 16:38;2,58333333;Inv1;Textil;0,07;0,06;0,13;Inv4;0,24;Inv5;0,83
602;CWSV26-16;27-01-2017;16:29:00;T2;16:37:24;16:39:37;8,4;27-01-2017 16:37;27-01-2017 16:39;2,216666661;Inv1;Medicamentos;0,37;0,14;0,51;Inv4;0,41;Inv5;0,12
603;FGSG72-16;27-01-2017;16:26:00;T2;16:38:49;16:40:54;12,81666667;27-01-2017 16:38;27-01-2017 16:40;2,083333338;Inv1;Textil;0,07;0,26;0,34;Inv4;0,79;Inv5;0,69
605;HZPX93-16;27-01-2017;16:35:00;T2;16:39:46;16:40:33;4,766666667;27-01-2017 16:39;27-01-2017 16:40;0,783333338;Inv1;Medicamentos;0,02;0,76;0,78;Inv4;4,56;Inv5;0,05
606;XY1691-16;27-01-2017;16:35:00;T2;16:39:49;16:41:18;4,816666667;27-01-2017 16:39;27-01-2017 16:41;1,483333334;Inv1;Medicamentos;0,3;0,02;0,32;Inv4;0,07;Inv5;0,48
608;ZV2368-16;27-01-2017;16:36:00;T2;16:41:40;16:42:28;5,666666667;27-01-2017 16:41;27-01-2017 16:42;0,799999998;Inv1;Medicamentos;0,3;0,22;0,52;Inv4;1,31;Inv5;0,74
609;CSHP81-16;27-01-2017;16:38:00;T2;16:42:06;16:43:12;4,1;27-01-2017 16:42;27-01-2017 16:43;1,099999995;Inv1;Textil;0;0,5;0,5;Inv4;1,99;Inv5;0,57
610;WX7222-16;27-01-2017;16:35:00;T2;16:42:46;16:44:40;7,766666667;27-01-2017 16:42;27-01-2017 16:44;1,900000004;Inv1;Textos ;2,95;0,61;3,56;Inv4;3,06;Inv5;0,64
614;TG5565-16;27-01-2017;16:38:00;T2;16:45:09;16:47:18;7,15;27-01-2017 16:45;27-01-2017 16:47;2,15;Inv1;Medicamentos;0,15;0;0,16;Inv4;0,02;Inv5;0,64
622;BZDL90-16;27-01-2017;16:41:00;T2;16:47:48;16:49:08;6,8;27-01-2017 16:47;27-01-2017 16:49;1,333333331;Inv1;Textos ;2,44;0,1;2,54;Inv4;0,42;Inv5;0,9
623;CWWW74-16;27-01-2017;16:42:00;T2;16:49:30;16:51:45;7,5;27-01-2017 16:49;27-01-2017 16:51;2,250000002;Inv1;Textil;0,48;0,31;0,79;Inv4;1,86;Inv5;0,25
624;RV7340-16;27-01-2017;16:44:00;T2;16:49:38;16:49:13;5,633333333;27-01-2017 16:49;27-01-2017 16:49;-0,41666667;Inv1;Medicamentos;0,52;0,16;0,68;Inv4;0,82;Inv5;0,19
625;JDPR84-16;27-01-2017;16:46:00;T2;16:50:15;16:51:31;4,25;27-01-2017 16:50;27-01-2017 16:51;1,266666669;Inv1;Textil;0,53;0,02;0,55;Inv4;0,09;Inv5;0,01
626;DWZS56-16;27-01-2017;16:45:00;T2;16:50:28;16:51:48;5,466666667;27-01-2017 16:50;27-01-2017 16:51;1,333333341;Inv1;Textos ;1,85;0,72;2,58;Inv4;2,17;Inv5;0,17
627;WG4207-16;27-01-2017;16:47:00;T2;16:52:02;16:53:31;5,033333333;27-01-2017 16:52;27-01-2017 16:53;1,483333334;Inv1;Medicamentos;0,33;4,23;4,56;Inv4;21,14;Inv5;0,01
628;KS3597-16;27-01-2017;16:46:00;T2;16:53:08;16:53:59;7,133333333;27-01-2017 16:53;27-01-2017 16:53;0,85;Inv1;Medicamentos;0,13;0,03;0,17;Inv4;0,21;Inv5;0,96
629;BXYZ85-16;27-01-2017;16:49:00;T2;16:53:23;16:54:28;4,383333333;27-01-2017 16:53;27-01-2017 16:54;1,083333335;Inv1;Alimentos no perecibles;0,59;0,47;1,06;Inv4;2,35;Inv5;0,91
631;BFPR37-16;27-01-2017;16:50:00;T2;16:54:13;16:55:19;4,216666667;27-01-2017 16:54;27-01-2017 16:55;1,099999995;Inv1;Textil;0,71;2,32;3,03;Inv4;13,9;Inv5;0,5
632;BBPL34-16;27-01-2017;16:51:00;T2;16:54:48;16:55:48;3,8;27-01-2017 16:54;27-01-2017 16:55;0,999999993;Inv1;Medicamentos;0,24;0,01;0,25;Inv4;0,04;Inv5;0,05
633;DWXL87-16;27-01-2017;16:52:00;T2;16:55:49;16:57:54;3,816666667;27-01-2017 16:55;27-01-2017 16:57;2,083333338;Inv1;Textos ;0,34;0,09;0,42;Inv4;0,26;Inv5;0,3
634;CYCS35-16;27-01-2017;16:54:00;T2;16:55:58;16:57:08;1,966666667;27-01-2017 16:55;27-01-2017 16:57;1,166666667;Inv1;Textos ;0,04;0,21;0,25;Inv4;1,07;Inv5;0,27
635;YF8998-17;27-01-2017;17:00:00;T2;17:01:14;17:03:16;1,233333333;27-01-2017 17:01;27-01-2017 17:03;2,033333337;Inv1;Textos ;0,51;0,01;0,52;Inv4;0,04;Inv5;0,15
637;NS7689-17;27-01-2017;17:05:00;T2;17:06:41;17:07:16;1,683333333;27-01-2017 17:06;27-01-2017 17:07;0,583333333;Inv1;Medicamentos;0,41;0,26;0,67;Inv4;1,54;Inv5;0,59
639;YD1964-17;27-01-2017;17:08:00;T2;17:08:57;17:11:21;0,95;27-01-2017 17:08;27-01-2017 17:11;2,399999995;Inv1;Textil;0;0,21;0,21;Inv4;1,27;Inv5;0,08
640;DSBB44-17;27-01-2017;17:08:00;T2;17:09:29;17:11:25;1,483333333;27-01-2017 17:09;27-01-2017 17:11;1,933333335;Inv1;Textos ;0,18;0,38;0,56;Inv4;1,14;Inv5;0,28
642;FBSR19-17;27-01-2017;17:09:00;T2;17:11:36;17:12:36;2,6;27-01-2017 17:11;27-01-2017 17:12;1,000000003;Inv1;Textos ;0,03;1,71;1,74;Inv4;10,27;Inv5;0,68
643;XU9386-17;27-01-2017;17:10:00;T2;17:11:42;17:13:29;1,7;27-01-2017 17:11;27-01-2017 17:13;1,783333331;Inv1;Textos ;0;0,76;0,76;Inv4;4,54;Inv5;0,9
644;PE6016-17;27-01-2017;17:10:00;T2;17:13:16;17:13:56;3,266666667;27-01-2017 17:13;27-01-2017 17:13;0,666666665;Inv1;Medicamentos;0;0,05;0,05;Inv4;0,25;Inv5;0,75
646;CJLY72-17;27-01-2017;17:15:00;T2;17:16:00;17:17:41;1;27-01-2017 17:16;27-01-2017 17:17;1,683333329;Inv1;Medicamentos;0;2,31;2,31;Inv4;11,55;Inv5;0,1
647;GFCC58-17;27-01-2017;17:15:00;T2;17:16:26;17:18:16;1,433333333;27-01-2017 17:16;27-01-2017 17:18;1,833333332;Inv1;Textos ;0,01;1,05;1,06;Inv4;5,26;Inv5;0,85
648;KX2340-17;27-01-2017;17:15:00;T2;17:17:51;17:18:36;2,85;27-01-2017 17:17;27-01-2017 17:18;0,750000008;Inv1;Medicamentos;0,67;0,03;0,7;Inv4;0,2;Inv5;0,9
649;UB8104-17;27-01-2017;17:17:00;T2;17:18:40;17:20:46;1,666666667;27-01-2017 17:18;27-01-2017 17:20;2,099999998;Inv1;Textos ;0,33;0,02;0,35;Inv4;0,09;Inv5;0,13
650;GFLF95-17;27-01-2017;17:16:00;T2;17:18:46;17:20:45;2,766666667;27-01-2017 17:18;27-01-2017 17:20;1,983333336;Inv1;Textos ;0,33;0,69;1,02;Inv4;4,16;Inv5;0,87
651;WR8548-17;27-01-2017;17:18:00;T2;17:21:01;17:22:20;3,016666667;27-01-2017 17:21;27-01-2017 17:22;1,31666666;Inv1;Alimentos no perecibles;0,44;0,46;0,9;Inv4;2,29;Inv5;0,14
652;FKYV69-17;27-01-2017;17:22:00;T2;17:23:16;17:24:20;1,266666667;27-01-2017 17:23;27-01-2017 17:24;1,066666665;Inv1;Textos ;0,03;0,03;0,05;Inv4;0,15;Inv5;0,39
653;CWFR40-17;27-01-2017;17:23:00;T2;17:23:58;17:26:25;0,966666667;27-01-2017 17:23;27-01-2017 17:26;2,449999996;Inv1;Textos ;0;0;0,01;Inv4;0,01;Inv5;0,92
655;TW7566-17;27-01-2017;17:24:00;T2;17:24:55;17:26:10;0,916666667;27-01-2017 17:24;27-01-2017 17:26;1,249999999;Inv1;Textos ;0,2;0,15;0,34;Inv4;0,44;Inv5;0,91
656;SP6666-17;27-01-2017;17:24:00;T2;17:26:29;17:27:44;2,483333333;27-01-2017 17:26;27-01-2017 17:27;1,249999999;Inv1;Textil;0,35;0,01;0,35;Inv4;0,03;Inv5;0,43
657;KL4555-17;27-01-2017;17:24:00;T2;17:26:40;17:28:31;2,666666667;27-01-2017 17:26;27-01-2017 17:28;1,849999992;Inv1;Textil;0,32;0,03;0,35;Inv4;0,17;Inv5;0,73
658;RT5768-17;27-01-2017;17:24:00;T2;17:26:45;17:28:17;2,75;27-01-2017 17:26;27-01-2017 17:28;1,533333336;Inv1;Textil;0,55;0,07;0,62;Inv4;0,21;Inv5;0,04
659;NE4871-17;27-01-2017;17:26:00;T2;17:27:59;17:28:29;1,983333333;27-01-2017 17:27;27-01-2017 17:28;0,500000002;Inv1;Medicamentos;0,04;0,67;0,71;Inv4;3,36;Inv5;0,26
660;DJDZ10-17;27-01-2017;17:27:00;T2;17:28:45;17:29:58;1,75;27-01-2017 17:28;27-01-2017 17:29;1,216666668;Inv1;Alimentos no perecibles;0,1;0,56;0,65;Inv4;3,35;Inv5;0,1
661;FJBR83-17;27-01-2017;17:26:00;T2;17:29:04;17:30:57;3,066666667;27-01-2017 17:29;27-01-2017 17:30;1,883333334;Inv1;Textil;0,2;0,14;0,34;Inv4;0,84;Inv5;0,42
662;BFSH62-17;27-01-2017;17:29:00;T2;17:30:28;17:33:17;1,466666667;27-01-2017 17:30;27-01-2017 17:33;2,816666665;Inv1;Textos ;0,17;1,3;1,47;Inv4;5,19;Inv5;0,09
663;FGJS61-17;27-01-2017;17:29:00;T2;17:30:50;17:32:11;1,833333333;27-01-2017 17:30;27-01-2017 17:32;1,350000001;Inv1;Medicamentos;0,5;1,41;1,91;Inv4;8,43;Inv5;0,98
665;SU1350-17;27-01-2017;17:31:00;T2;17:31:52;17:33:21;0,866666667;27-01-2017 17:31;27-01-2017 17:33;1,483333334;Inv1;Medicamentos;0,75;0,44;1,19;Inv4;1,33;Inv5;0,59
667;PG3343-17;27-01-2017;17:34:00;T2;17:35:37;17:37:58;1,616666667;27-01-2017 17:35;27-01-2017 17:37;2,350000005;Inv1;Textos ;0,11;0,43;0,54;Inv4;2,56;Inv5;0,97
668;DWZS49-17;27-01-2017;17:09:00;T2;17:36:30;17:38:23;27,5;27-01-2017 17:36;27-01-2017 17:38;1,883333334;Inv1;Textos ;0,05;0,61;0,66;Inv4;3,07;Inv5;0,43
669;YK4020-17;27-01-2017;17:36:00;T2;17:37:05;17:39:13;1,083333333;27-01-2017 17:37;27-01-2017 17:39;2,13333334;Inv1;Textil;0;0,05;0,05;Inv4;0,26;Inv5;0,74
671;RB3186-17;27-01-2017;17:36:00;T2;17:39:35;17:42:20;3,583333333;27-01-2017 17:39;27-01-2017 17:42;2,749999993;Inv1;Alimentos no perecibles;0,01;3,56;3,58;Inv4;17,81;Inv5;0,74
672;DWBL24-17;27-01-2017;17:40:00;T2;17:41:02;17:42:26;1,033333333;27-01-2017 17:41;27-01-2017 17:42;1,400000002;Inv1;Textos ;0,11;0,01;0,12;Inv4;0,05;Inv5;0,64
673;ZV2218-17;27-01-2017;17:40:00;T2;17:41:38;17:42:58;1,633333333;27-01-2017 17:41;27-01-2017 17:42;1,333333331;Inv1;Textos ;0,05;0,38;0,43;Inv4;1,54;Inv5;0,42
674;DS7558-17;27-01-2017;17:41:00;T2;17:42:43;17:43:36;1,716666667;27-01-2017 17:42;27-01-2017 17:43;0,88333333;Inv1;Medicamentos;0,01;0,71;0,72;Inv4;2,12;Inv5;0,1
675;GVPW95-17;27-01-2017;17:18:00;T2;17:43:10;17:44:43;25,16666667;27-01-2017 17:43;27-01-2017 17:44;1,549999996;Inv1;Textos ;0,51;0,09;0,6;Inv4;0,36;Inv5;0,97
679;ZS9187-17;27-01-2017;17:43:00;T2;17:45:23;17:47:16;2,383333333;27-01-2017 17:45;27-01-2017 17:47;1,883333334;Inv1;Textil;0,12;0,09;0,21;Inv4;0,38;Inv5;0,63
680;GDLK58-17;27-01-2017;17:44:00;T2;17:45:24;17:47:18;1,4;27-01-2017 17:45;27-01-2017 17:47;1,899999994;Inv1;Textil;0,91;0,04;0,95;Inv4;0,22;Inv5;0,16
681;UJ3612-17;27-01-2017;17:44:00;T2;17:46:03;17:47:12;2,05;27-01-2017 17:46;27-01-2017 17:47;1,150000007;Inv1;Medicamentos;0,43;2,12;2,55;Inv4;6,36;Inv5;0,72
682;SH1544-17;27-01-2017;17:44:00;T2;17:47:25;17:48:10;3,416666667;27-01-2017 17:47;27-01-2017 17:48;0,749999997;Inv1;Medicamentos;0,18;0,27;0,45;Inv4;0,81;Inv5;0,36
683;BTWB85-17;27-01-2017;17:44:00;T2;17:47:31;17:49:56;3,516666667;27-01-2017 17:47;27-01-2017 17:49;2,416666666;Inv1;Textos ;0,27;0,04;0,31;Inv4;0,14;Inv5;0,39
684;CXFR64-17;27-01-2017;17:45:00;T2;17:47:37;17:51:04;2,616666667;27-01-2017 17:47;27-01-2017 17:51;3,45;Inv1;Textil;0,8;1,23;2,03;Inv4;3,69;Inv5;0,47
685;KJ1377-17;27-01-2017;17:47:00;T2;17:48:23;17:51:31;1,383333333;27-01-2017 17:48;27-01-2017 17:51;3,133333332;Inv1;Textil;0,09;0,07;0,15;Inv4;0,34;Inv5;0,96
686;KB8922-17;27-01-2017;17:47:00;T2;17:51:43;17:53:42;4,716666667;27-01-2017 17:51;27-01-2017 17:53;1,983333336;Inv1;Textos ;0,22;0,12;0,34;Inv4;0,71;Inv5;0,08
687;RE6759-17;27-01-2017;17:48:00;T2;17:52:05;17:53:23;4,083333333;27-01-2017 17:52;27-01-2017 17:53;1,3;Inv1;Medicamentos;0,08;0,73;0,82;Inv4;2,2;Inv5;0,13
689;NT7627-17;27-01-2017;17:49:00;T2;17:54:01;17:56:01;5,016666667;27-01-2017 17:54;27-01-2017 17:56;2,000000007;Inv1;Textil;0;0,01;0,02;Inv4;0,09;Inv5;0,02
690;XY3667-17;27-01-2017;17:48:00;T2;17:54:01;17:55:03;6,016666667;27-01-2017 17:54;27-01-2017 17:55;1,033333334;Inv1;Textil;0,89;0,02;0,91;Inv4;0,07;Inv5;0,64
691;RB2925-17;27-01-2017;17:50:00;T2;17:54:10;17:55:18;4,166666667;27-01-2017 17:54;27-01-2017 17:55;1,133333336;Inv1;Medicamentos;1,67;0,31;1,99;Inv4;0,94;Inv5;0,37
692;PN1413-17;27-01-2017;17:52:00;T2;17:55:26;17:56:22;3,433333333;27-01-2017 17:55;27-01-2017 17:56;0,933333331;Inv1;Textos ;2,39;0,12;2,52;Inv4;0,49;Inv5;0,58
696;GDVS39-17;27-01-2017;17:56:00;T2;17:56:51;18:01:41;0,85;27-01-2017 17:56;27-01-2017 18:01;4,833333332;Inv1;Textil;0,12;0,01;0,13;Inv4;0,06;Inv5;0,75
697;GHYK90-17;27-01-2017;17:58:00;T2;17:59:14;18:00:34;1,233333333;27-01-2017 17:59;27-01-2017 18:00;1,333333331;Inv1;Textos ;0,46;0,14;0,6;Inv4;0,72;Inv5;0,22
698;DPSK71-17;27-01-2017;17:59:00;T2;17:59:59;18:01:36;0,983333333;27-01-2017 17:59;27-01-2017 18:01;1,616666667;Inv1;Textil;0,29;0,14;0,43;Inv4;0,87;Inv5;0,85
699;CTGZ27-18;27-01-2017;18:00:00;T2;18:00:53;18:04:27;0,883333333;27-01-2017 18:00;27-01-2017 18:04;3,566666673;Inv1;Alimentos no perecibles;2,8;0;2,8;Inv4;0,01;Inv5;0,62
700;RH1141-18;27-01-2017;17:59:00;T2;18:00:57;18:01:49;1,95;27-01-2017 18:00;27-01-2017 18:01;0,86666666;Inv1;Textos ;0,01;0,95;0,96;Inv4;4,74;Inv5;0,77
702;BLCL20-18;27-01-2017;17:58:00;T2;18:02:01;18:04:01;4,016666667;27-01-2017 18:02;27-01-2017 18:04;1,999999996;Inv1;Textos ;0,34;0,55;0,88;Inv4;1,64;Inv5;0,52
703;RK5127-18;27-01-2017;18:00:00;T2;18:02:05;18:02:45;2,083333333;27-01-2017 18:02;27-01-2017 18:02;0,666666665;Inv1;Medicamentos;0,2;0,52;0,72;Inv4;2,08;Inv5;0,49
704;HGXL65-18;27-01-2017;18:02:00;T2;18:03:08;18:04:25;1,133333333;27-01-2017 18:03;27-01-2017 18:04;1,283333329;Inv1;Textos ;0,44;0,54;0,98;Inv4;3,23;Inv5;0,03
706;DRWG72-18;27-01-2017;18:03:00;T2;18:04:48;18:11:12;1,8;27-01-2017 18:04;27-01-2017 18:11;6,399999998;Inv1;Alimentos no perecibles;0,09;0,48;0,57;Inv4;1,92;Inv5;0,87
708;FJJZ15-18;27-01-2017;18:06:00;T2;18:07:13;18:08:26;1,216666667;27-01-2017 18:07;27-01-2017 18:08;1,216666668;Inv1;Textil;0,76;2,69;3,45;Inv4;13,46;Inv5;0,82
709;BHPB40-18;27-01-2017;18:07:00;T2;18:07:34;18:13:13;0,566666667;27-01-2017 18:07;27-01-2017 18:13;5,650000001;Inv1;Medicamentos;0,29;0,98;1,27;Inv4;4,91;Inv5;0,78
710;CRPG77-18;27-01-2017;18:07:00;T2;18:08:03;18:10:34;1,05;27-01-2017 18:08;27-01-2017 18:10;2,516666668;Inv1;Textos ;0,15;0,06;0,21;Inv4;0,3;Inv5;0,74
712;NP9854-18;27-01-2017;18:07:00;T2;18:09:24;18:10:05;2,4;27-01-2017 18:09;27-01-2017 18:10;0,683333336;Inv1;Medicamentos;0,02;2,71;2,72;Inv4;13,54;Inv5;0,13
714;DLTX61-18;27-01-2017;18:10:00;T2;18:10:32;18:11:02;0,533333333;27-01-2017 18:10;27-01-2017 18:11;0,500000002;Inv1;Medicamentos;0;0,22;0,23;Inv4;0,67;Inv5;0,26
715;HWGJ10-18;27-01-2017;18:07:00;T2;18:10:52;18:12:58;3,866666667;27-01-2017 18:10;27-01-2017 18:12;2,099999998;Inv1;Textos ;0,01;4,73;4,74;Inv4;18,91;Inv5;0,78
716;ZK5486-18;27-01-2017;18:09:00;T2;18:11:35;18:15:15;2,583333333;27-01-2017 18:11;27-01-2017 18:15;3,666666665;Inv1;Textos ;0,22;0,13;0,35;Inv4;0,54;Inv5;0,47
717;DWGF68-18;27-01-2017;18:11:00;T2;18:12:30;18:13:57;1,5;27-01-2017 18:12;27-01-2017 18:13;1,450000004;Inv1;Textos ;0;0,03;0,03;Inv4;0,08;Inv5;0,04
718;XT8896-18;27-01-2017;18:07:00;T2;18:13:13;18:17:10;6,216666667;27-01-2017 18:13;27-01-2017 18:17;3,950000001;Inv1;Textil;0;0,39;0,39;Inv4;1,96;Inv5;0,11
720;UY4668-18;27-01-2017;18:13:00;T2;18:13:55;18:14:38;0,916666667;27-01-2017 18:13;27-01-2017 18:14;0,716666667;Inv1;Medicamentos;0;0,15;0,15;Inv4;0,44;Inv5;0,09
722;BZXV74-18;27-01-2017;18:14:00;T2;18:15:32;18:16:49;1,533333333;27-01-2017 18:15;27-01-2017 18:16;1,28333334;Inv1;Textos ;0,01;0,12;0,14;Inv4;0,74;Inv5;0,93
724;UZ5008-18;27-01-2017;18:16:00;T2;18:17:05;18:17:39;1,083333333;27-01-2017 18:17;27-01-2017 18:17;0,566666663;Inv1;Medicamentos;0,02;0,18;0,2;Inv4;0,54;Inv5;0,16
726;GVPW96-18;27-01-2017;18:16:00;T2;18:17:37;18:19:36;1,616666667;27-01-2017 18:17;27-01-2017 18:19;1,983333336;Inv1;Textos ;0,15;0;0,15;Inv4;0,01;Inv5;0,74
727;CZKX52-18;27-01-2017;18:16:00;T2;18:17:55;18:18:55;1,916666667;27-01-2017 18:17;27-01-2017 18:18;1,000000003;Inv1;Textos ;0,02;0,18;0,21;Inv4;0,55;Inv5;0,33
728;DXCZ26-18;27-01-2017;18:16:00;T2;18:18:02;18:19:37;2,033333333;27-01-2017 18:18;27-01-2017 18:19;1,583333326;Inv1;Medicamentos;0,21;0,21;0,43;Inv4;0,86;Inv5;0,39
729;CRBP85-18;27-01-2017;18:18:00;T2;18:19:30;18:21:31;1,5;27-01-2017 18:19;27-01-2017 18:21;2,016666667;Inv1;Textil;0;0,12;0,12;Inv4;0,47;Inv5;0,21
730;KX9684-18;27-01-2017;18:17:00;T2;18:20:02;18:22:57;3,033333333;27-01-2017 18:20;27-01-2017 18:22;2,916666667;Inv1;Medicamentos;0,01;0,02;0,03;Inv4;0,1;Inv5;0,98
731;HJRP45-18;27-01-2017;18:20:00;T2;18:21:53;18:23:44;1,883333333;27-01-2017 18:21;27-01-2017 18:23;1,849999992;Inv1;Textil;0,42;0,59;1,01;Inv4;1,77;Inv5;0,49
732;NW4393-18;27-01-2017;18:21:00;T2;18:22:01;18:22:38;1,016666667;27-01-2017 18:22;27-01-2017 18:22;0,616666664;Inv1;Medicamentos;0,09;0,14;0,23;Inv4;0,7;Inv5;0,99
733;ZV2217-18;27-01-2017;18:23:00;T2;18:23:53;18:25:23;0,883333333;27-01-2017 18:23;27-01-2017 18:25;1,500000005;Inv1;Textil;0,29;0,32;0,6;Inv4;1,58;Inv5;0,28
734;NB3392-18;27-01-2017;18:24:00;T2;18:25:02;18:26:32;1,033333333;27-01-2017 18:25;27-01-2017 18:26;1,500000005;Inv1;Medicamentos;0,13;0,36;0,49;Inv4;1,44;Inv5;0,01
735;ZV2368-18;27-01-2017;18:26:00;T2;18:26:36;18:28:08;0,6;27-01-2017 18:26;27-01-2017 18:28;1,533333325;Inv1;Medicamentos;0,1;0,03;0,13;Inv4;0,15;Inv5;0,14
736;HXJC37-18;27-01-2017;18:26:00;T2;18:27:16;18:28:39;1,266666667;27-01-2017 18:27;27-01-2017 18:28;1,383333332;Inv1;Textil;0,03;0,25;0,28;Inv4;0,75;Inv5;0,58
738;WJ7527-18;27-01-2017;18:29:00;T2;18:30:04;18:31:22;1,066666667;27-01-2017 18:30;27-01-2017 18:31;1,3;Inv1;Textos ;0,09;2,88;2,98;Inv4;11,54;Inv5;0,47
739;RE3351-18;27-01-2017;18:29:00;T2;18:31:57;18:33:01;2,95;27-01-2017 18:31;27-01-2017 18:33;1,066666665;Inv1;Medicamentos;0,53;0,27;0,8;Inv4;1,61;Inv5;0,6
741;LFB548-18;27-01-2017;18:32:00;T2;18:33:31;18:37:23;1,516666667;27-01-2017 18:33;27-01-2017 18:37;3,866666669;Inv1;Textos ;0,42;0,38;0,8;Inv4;2,29;Inv5;0,92
742;RJ7102-18;27-01-2017;18:33:00;T2;18:34:24;18:37:24;1,4;27-01-2017 18:34;27-01-2017 18:37;3,00000001;Inv1;Textos ;1,29;0,35;1,64;Inv4;2,1;Inv5;0,58
743;DRXR57-18;27-01-2017;18:35:00;T2;18:35:31;18:36:32;0,516666667;27-01-2017 18:35;27-01-2017 18:36;1,016666663;Inv1;Textos ;0,18;0,01;0,19;Inv4;0,05;Inv5;0,91
744;KS3597-18;27-01-2017;18:35:00;T2;18:37:41;18:38:22;2,683333333;27-01-2017 18:37;27-01-2017 18:38;0,683333336;Inv1;Medicamentos;0,05;1,1;1,14;Inv4;3,29;Inv5;0,15
745;CGHZ67-18;27-01-2017;18:24:00;T2;18:37:43;18:39:32;13,71666667;27-01-2017 18:37;27-01-2017 18:39;1,816666672;Inv1;Textos ;0,01;0,01;0,02;Inv4;0,08;Inv5;0,01
746;HWCP79-18;27-01-2017;18:35:00;T2;18:38:37;18:40:38;3,616666667;27-01-2017 18:38;27-01-2017 18:40;2,016666667;Inv1;Textil;0,07;0;0,07;Inv4;0,01;Inv5;0,9
747;HHFF72-18;27-01-2017;18:35:00;T2;18:39:47;18:42:03;4,783333333;27-01-2017 18:39;27-01-2017 18:42;2,266666673;Inv1;Textil;0,09;0,02;0,11;Inv4;0,1;Inv5;0,25
748;CFGD63-18;27-01-2017;18:36:00;T2;18:40:18;18:40:58;4,3;27-01-2017 18:40;27-01-2017 18:40;0,666666665;Inv1;Medicamentos;0,21;0,11;0,33;Inv4;0,34;Inv5;0,49
749;BBPL34-18;27-01-2017;18:36:00;T2;18:40:52;18:42:12;4,866666667;27-01-2017 18:40;27-01-2017 18:42;1,333333331;Inv1;Medicamentos;0,22;0,44;0,66;Inv4;1,76;Inv5;0,43
751;PB9559-18;27-01-2017;18:43:00;T2;18:44:22;18:46:27;1,366666667;27-01-2017 18:44;27-01-2017 18:46;2,083333338;Inv1;Textos ;0,1;0;0,11;Inv4;0,03;Inv5;0,47
752;CKDL95-18;27-01-2017;18:44:00;T2;18:44:32;18:45:37;0,533333333;27-01-2017 18:44;27-01-2017 18:45;1,083333335;Inv1;Medicamentos;0,11;0,01;0,12;Inv4;0,02;Inv5;0,07
755;XA2394-18;27-01-2017;18:44:00;T2;18:45:49;18:46:17;1,816666667;27-01-2017 18:45;27-01-2017 18:46;0,466666661;Inv1;Medicamentos;0,09;0,04;0,14;Inv4;0,18;Inv5;0,8
756;NU7869-18;27-01-2017;18:45:00;T2;18:46:59;18:48:24;1,983333333;27-01-2017 18:46;27-01-2017 18:48;1,416666663;Inv1;Textos ;0,07;0,45;0,52;Inv4;2,71;Inv5;0,81
